sentiment,text,data_id
positive,exactly as i wanted it. Runs very quiet i don't get the 1 star reviews? maybe they are on prescription drugs?? worth the money holds small beverages perfectly.,6
positive,Easy to install.  Fits just like OEM.,6
positive,"I was looking for replacement rubber feet for the cooktop grates on my DCS-RG-484GG gas range. The originals were either gone or falling apart. Original parts are just WAY too expensive! These were a perfect fit, a great replacement for the originals and the price was great!",6
positive,"The wheels are a little bit loose in the track so you have to be careful when pulling out the rack, but its easy enough to realign it if it pops off",6
positive,Excellent quality,6
negative,"First, the good points:<br /><br />- If the most important thing about a dishwasher is that it gets dishes clean without a lot of pre-scrubbing on your part, this machine excels.  The pots & pans cycle, which I find myself using most of the time (though it takes an hour and 40 minutes, 15 minutes longer than the standard cycle) does indeed scrub off all but the most stubborn baked-on gunk.  It provides a good hot-water rinse to sterilize the dishes, and efficiently dries everything but plastic items like tupperware.  Using a quality detergent is key: I use Cascade gel.  I've found it's essential to use rinse aid if you want the dishes dried thoroughly; I use Jet-Dry.  The other, shorter cycles -- for stemware and the like -- don't seem to do as good a job either at cleaning or drying the dishes.  The 10-minute rinse & hold cycle is useful as a pre-wash, and to bring hot water through the pipes in the house so the regular cycle starts with hot water.<br /><br />- Noise level -- it's very quiet.<br /><br />- Looks --  It really is a beautiful machine.<br /><br />- Price -- cheaper than most good standard-size machines, and far less than other odd-size dishwashers (like narrow units).<br /><br />Now, the shortcomings:<br /><br />- The maximum diameter of plates and lids that fit efficiently, so they stand up straight, is 9&#34;.  Is your dinnerware only 9&#34; wide?  My plates are 10-1/2&#34;, and they have to be angled so severely that it dramatically reduces the number of items I can put in.  I shouldn't have to go out and buy all new dinnerware just to accommodate my tiny dishwasher.<br /><br />- The tines that hold things in place are all wrong: most of my glassware doesn't easily fit without tipping over, and there's a weird gap in the tines that's only good for a small piece of bakeware -- and even that slides around.  Tines that allow you to fold them down or adjust their angle would have been nice.",6
positive,Works perfectly for Samsung model RFG297HDRS/XAA,6
positive,"fantastic machine to use<br />I love it,now I have and use all the  ice I want.<br />It does not take much space.",6
positive,Exactly the same as the name brand product.,6
positive,it was the same part sold by Sears and  it is working fine!,6
positive,Installed quick and easy in a few minutes by me . Fixed Sudds/Error 35 on my Whirlpool Duet Steam Washer.,6
negative,The stove is great except for one thing. You cannot simmer on any of the 5 burners without using a heat diffuser of some sort. When you need high heat you certainly have it. But most of our stovetop cooking is on med or low heat and this stove does not have that capability. Hot. Only hot or hotter.,6
positive,Excellennt,6
negative,"Wouldn’t recommend buying it ans the benefits over a spiral hose are so minimal that overall the difficulty to install, air leaks and loose internal parts don’t justify it. Plus, you can easily cut yourself on the sharp metal.",6
positive,"Install was easy, valve worked fine. The kit included additional water line and connector which was good, although I didn't need for my application. Only issues I had was relocation of the in let line below the valve water lines, otherwise the value assembly got in the way of the original inlet water line to the filter.",6
positive,This is a must have if you own a Keurig.  So much easier storing the coffe instead of all the boxes sitting on your counter.,6
positive,"Our speed queen dryer has a longer exhaust duct than this part is designed to handle.  Because of the pressure resistance, the heating coil burns open.  The first one opened under warranty.  The second time was after the warranty expired and the part and service call set us back over $200.  You can purchase this part, then take the thermostat, the thermal switch and wire jumpers off of your existing part and place them on this part.  Replacing it takes about 10 minutes.  You can see how via Youtube.  I gave it 4 stars because the hole stamps for one of the thermal switches was just slightly off.  The part seems to work fine.  BTW, watch the heater as you start your dryer.  It gets red hot!!  I should also add that for the prior 15 years, our other dryers never had a heating element burn out.",6
